FICE,name,state,fullsal,assosal,assisal,allsal,numfull,numasso,numassi,numinst,numfac,region
2189,Westfield State College,MA,523,419,378,457,79,46,44,0,169,east
2190,Worcester State College,MA,528,456,370,463,81,44,30,13,168,east
2192,Mount Holyoke College,MA,694,505,400,541,73,47,51,3,191,east
2199,Northeastern University,MA,688,525,460,543,236,260,176,0,730,east
2206,Regis College,MA,504,425,345,407,9,20,14,1,46,east
2208,Simmons College,MA,589,471,386,477,54,54,53,6,167,east
2209,Smith College,MA,732,514,405,591,127,70,59,6,262,east
2210,Univ. of Mass.-Dartmouth,MA,572,482,420,526,203,61,32,1,321,east
2211,Springfield College,MA,520,404,321,376,34,45,78,17,174,east
2217,Stonehill College,MA,513,428,354,423,24,56,36,0,116,east
2218,Suffolk University,MA,727,548,484,611,111,73,33,15,232,east
2219,Tufts University,MA,735,549,447,592,148,157,98,2,405,east
2221,Univ. Massachussets-Amherst,MA,704,537,438,607,650,306,146,7,1172,east
2222,Univ. Massachusetts-Boston,MA,656,543,445,549,154,186,100,1,473,east
2224,Wellesley College,MA,757,550,453,603,97,44,74,4,222,east
2226,Western New England College,MA,659,497,437,543,54,42,29,6,131,east
2227,Wheaton College,MA,602,435,357,486,44,16,25,6,91,east
2228,Wheelock College,MA,545,420,362,415,8,20,20,1,49,east
2229,Williams College,MA,707,503,417,543,77,36,88,0,213,east
2233,Worcester Polytechnic Inst.,MA,659,527,451,546,75,70,58,4,212,east
1436,Capitol College,MD,NA,344,NA,352,5,7,5,0,17,east
2062,Bowie State University,MD,510,433,349,401,31,28,51,14,127,east
2065,College of Notre Dame of Md.,MD,443,377,309,362,19,25,29,3,76,east
2067,Columbia Union College,MD,308,297,293,296,17,9,11,5,42,east
2068,Coppin State College,MD,557,435,366,431,26,32,36,4,103,east
2072,Frostburg State University,MD,498,423,366,416,76,56,70,8,228,east
2073,Goucher College,MD,529,387,358,411,21,27,23,4,75,east
2076,Hood College,MD,516,425,352,402,14,21,40,1,76,east
2077,Johns Hopkins University,MD,798,542,435,593,330,110,160,52,767,east
2078,Loyola College in Maryland,MD,632,500,397,482,50,76,89,5,222,east
2083,Morgan State University,MD,594,517,439,450,26,41,91,42,229,east
2086,Mount Saint Mary's Coll.&Sem,MD,465,384,311,358,14,29,34,4,85,east
2091,Salisbury State University,MD,543,445,357,404,54,63,78,8,240,east
2092,Saint John's College-Main,MD,NA,NA,NA,437,0,0,0,0,43,east
2095,St.Mary's Coll.of Maryland,MD,560,426,347,426,24,35,29,9,97,east
2099,Towson State University,MD,531,433,388,439,141,136,169,25,471,east
2101,U. S. Naval Academy,MD,595,455,377,492,125,100,67,7,299,east
2102,University of Baltimore,MD,680,560,490,582,62,50,54,0,166,east
2103,Univ.of Maryland-Coll. Park,MD,703,487,406,539,535,388,163,133,1285,east
2105,Univ.of Maryland-Balto.Co.,MD,638,455,395,464,87,119,104,32,353,east
2106,Univ.of Maryland-Estrn Shore,MD,500,455,388,379,8,33,25,5,113,east
2108,Washington College,MD,496,419,348,443,33,12,15,0,60,east
2109,Western Maryland College,MD,477,379,313,412,36,30,10,3,79,east
2033,Univ.of Maine at Presque Isl,ME,439,354,302,343,15,19,25,4,67,east
2036,Bates College,ME,671,490,404,518,45,31,45,6,127,east
2038,Bowdoin College,ME,738,527,418,554,41,40,35,4,123,east
2039,Colby College,ME,745,515,383,524,43,33,60,4,140,east
2040,Univ.of Maine at Farmington,ME,464,348,292,385,47,26,13,14,101,east
2041,Univ.of Maine at Fort Kent,ME,436,347,320,356,9,10,12,2,33,east
2043,Husson College,ME,407,358,302,334,12,13,18,6,49,east
2050,University of New England,ME,450,380,323,354,11,22,39,4,76,east
2051,Saint Joseph's College,ME,NA,321,283,295,4,8,33,0,45,east
2052,Thomas College,ME,NA,338,297,318,2,7,8,0,17,east
2053,Univ.of Maine at Orono,ME,574,436,366,449,122,197,102,19,452,east
2055,Univ.of Maine at Machias,ME,465,355,284,360,7,24,8,0,39,east
6858,Unity College,ME,355,261,261,285,8,7,16,0,31,east
9762,Univ.of Maine at Southern,ME,584,439,362,459,78,144,61,7,291,east
2234,Adrian College,MI,439,365,316,386,37,8,14,7,66,other
2235,Albion College,MI,562,443,346,462,47,27,33,2,109,other
2236,Alma College,MI,523,408,335,422,25,27,21,2,75,other
2239,Aquinas College,MI,387,313,275,319,27,32,27,4,90,other
2241,Calvin College,MI,471,410,363,446,152,33,20,7,212,other
2243,Central Michigan University,MI,588,460,397,490,230,191,137,23,581,other
2247,Concordia College,MI,342,304,257,289,10,12,15,3,40,other
2252,William Tyndale College,MI,309,NA,NA,295,1,2,4,0,7,other
2259,Eastern Michigan University,MI,560,447,389,462,318,171,160,17,729,other
2260,Ferris State University,MI,546,470,409,467,143,160,151,10,477,other
2266,Grand Rapids Baptist College,MI,353,287,254,283,9,19,12,4,44,other
2268,Grand Valley State Univ.,MI,568,479,387,467,91,105,118,7,321,other
2273,Hope College,MI,515,420,350,443,70,49,38,2,159,other
2275,Kalamazoo College,MI,553,440,352,452,36,25,24,7,92,other
2282,Madonna University,MI,482,395,352,382,19,12,42,11,84,other
2284,Marygrove College,MI,433,365,290,348,7,26,13,3,49,other
2290,Michigan State University,MI,651,493,413,555,949,494,350,47,1840,other
2292,Michigan Technological Univ.,MI,668,482,420,511,99,124,95,11,338,other
2293,Lake Superior State Univ.,MI,510,446,357,422,32,35,38,7,112,other
2301,Northern Michigan University,MI,571,459,347,467,149,72,61,21,329,other
2307,Oakland University,MI,633,518,432,534,123,142,85,8,358,other
2308,Olivet College,MI,400,NA,306,329,13,4,23,2,44,other
2314,Saginaw Valley State Univ.,MI,499,448,364,446,91,40,29,6,174,other
2316,Siena Heights College,MI,NA,342,300,325,2,31,23,1,57,other
2318,Spring Arbor College,MI,368,321,284,320,22,15,19,6,62,other
2326,Univ.of Michigan-Dearborn,MI,552,452,408,451,70,66,51,0,219,other
2327,Univ.of Michigan-Flint,MI,566,460,409,437,43,46,57,1,184,other
2329,Wayne State University,MI,683,525,447,535,317,267,216,8,925,other
2330,Western Michigan University,MI,603,489,396,502,285,233,189,24,731,other
4673,Baker College of Flint,MI,NA,NA,370,385,5,4,25,2,36,other
6771,Center for Creative Studies,MI,401,333,263,360,29,11,6,2,48,other
9092,Univ.of Michigan-Ann Arbor,MI,777,577,460,605,850,419,472,9,1968,other
2334,Augsburg College,MN,432,356,314,357,35,29,58,1,123,other
2336,Bemidji State University,MN,490,403,341,419,91,40,50,11,192,other
2340,Carleton College,MN,638,486,394,521,68,36,45,4,155,other
2341,College of Saint Benedict,MN,493,404,334,381,18,50,47,8,125,other
2342,College of St. Catherine,MN,428,369,326,356,27,53,54,9,143,other
2343,College of St. Scholastica,MN,461,374,327,345,14,31,50,18,119,other
2345,University of St. Thomas,MN,563,429,366,402,31,104,146,29,310,other
2346,Concordia College-Moorhead,MN,527,419,356,413,47,38,60,21,166,other
2347,Concordia College-St. Paul,MN,407,363,319,353,14,12,23,1,50,other
2353,Gustavus Adolphus College,MN,486,402,338,408,59,47,44,12,162,other
2354,Hamline University,MN,556,451,342,461,58,29,27,8,128,other
2358,Macalester College,MN,639,492,406,514,46,32,36,7,121,other
2360,Mankato State University,MN,523,441,371,453,210,138,125,16,489,other
2367,Moorhead State University,MN,512,421,353,419,131,65,120,29,345,other
2371,Northwestern College,MN,373,339,313,333,13,16,27,1,57,other
2375,Southwest State University,MN,525,417,355,459,57,40,19,1,117,other
2377,St. Cloud State University,MN,518,417,354,441,259,143,146,25,573,other
2379,St. John's University,MN,512,412,353,418,37,44,38,6,126,other
2380,Saint Mary's Coll. of Minn.,MN,488,396,295,389,28,23,27,3,81,other
2382,St. Olaf College,MN,551,417,355,446,82,93,49,11,235,other
2388,Univ. Minnesota-Duluth,MN,551,446,386,458,90,112,72,11,285,other
2389,Univ. Minnesota-Morris,MN,533,399,334,389,27,23,45,17,112,other
2394,Winona State University,MN,515,420,358,430,118,73,85,17,293,other
3969,Univ. Minnesota-Twin Cities,MN,662,468,418,557,785,468,271,12,1538,other
9058,Bethel College,MN,430,356,313,375,43,48,12,7,110,other
2449,Avila College,MO,379,340,295,317,10,13,17,12,52,other
2453,Central Methodist College,MO,402,336,252,310,11,20,22,3,56,other
2454,Central Missouri State Univ.,MO,517,440,379,429,158,103,135,53,451,other
2456,Columbia College,MO,362,307,273,299,10,11,22,3,46,other
2460,Culver-Stockton College,MO,396,348,297,332,9,20,22,1,52,other
2461,Drury College,MO,448,394,323,375,26,23,31,2,87,other
2466,Harris-Stowe State College,MO,350,298,302,304,12,6,8,14,40,other
2473,Kansas City Art Institute,MO,440,NA,299,373,26,1,13,7,47,other
2479,Lincoln University,MO,414,335,282,308,22,22,45,30,119,other
2480,Lindenwood College,MO,416,367,306,340,15,27,55,0,97,other
2482,Maryville Univ. of St.Louis,MO,449,355,310,359,26,13,27,12,78,other
2488,Missouri Southern State Coll,MO,489,406,349,389,42,50,67,28,187,other
2489,Missouri Valley College,MO,NA,318,285,302,4,18,22,3,47,other
2490,Missouri Western State Coll.,MO,473,393,334,385,44,44,64,9,161,other
2495,Northeast Missouri St. Univ.,MO,505,411,342,385,54,103,142,27,328,other
2496,Northwest Missouri St. Univ.,MO,526,404,348,379,48,49,85,36,231,other
2498,Park College,MO,341,320,283,299,10,8,24,3,45,other
2499,Rockhurst College,MO,448,380,350,369,15,31,33,9,88,other
2500,College of The Ozarks,MO,446,392,350,393,27,25,23,4,79,other
2501,Southeast Missouri St. Univ.,MO,505,432,359,416,113,99,106,45,363,other
2503,Southwest Missouri St. Univ.,MO,516,422,364,417,247,151,180,43,671,other
2506,Saint Louis Univ.-Main,MO,657,475,402,500,133,111,120,31,395,other
2512,Stephens College,MO,NA,NA,NA,282,0,0,0,0,62,other
2516,Univ.of Missouri-Columbia,MO,603,456,407,485,336,256,244,63,899,other
2517,Univ.of Missouri-Rolla,MO,663,508,454,564,114,79,56,4,253,other
2518,Univ.of Missouri-Kansas City,MO,580,445,381,473,151,167,107,9,434,other
2519,Univ.of Missouri-St. Louis,MO,576,460,412,476,86,103,110,5,304,other
2520,Washington University,MO,782,534,451,601,264,136,175,18,620,other
2521,Webster University,MO,505,435,325,395,28,29,55,0,115,other
2523,Westminster College,MO,451,390,298,381,17,17,12,4,50,other
2524,William Jewell College,MO,422,342,306,364,42,12,31,3,88,other
2525,William Woods University,MO,370,303,290,312,13,13,13,5,45,other
7540,Missouri Baptist College,MO,NA,294,281,265,1,7,10,11,29,other
9089,Hannibal-LaGrange College,MO,NA,284,248,258,4,8,21,5,38,other
2396,Alcorn State University,MS,419,371,326,320,25,35,35,73,168,other
2397,Belhaven College,MS,364,304,298,314,9,8,15,2,34,other
2398,Blue Mountain College,MS,284,259,NA,263,6,12,5,2,25,other
2403,Delta State University,MS,400,337,314,337,60,32,47,36,175,other
2410,Jackson State University,MS,425,391,337,362,81,79,114,54,328,other
2414,Millsaps College,MS,498,376,322,387,25,27,29,4,85,other
2422,Mississippi Univ. for Women,MS,400,NA,306,324,33,5,44,30,112,other
2423,Mississippi State University,MS,540,432,389,455,278,191,155,40,669,other
2424,Mississippi Valley St. Univ.,MS,359,331,287,297,25,17,38,26,106,other
2433,Rust College,MS,341,280,302,285,11,8,24,18,61,other
2439,Tougaloo College,MS,300,267,244,262,17,22,18,9,66,other
2440,University of Mississippi,MS,558,428,384,440,138,111,158,29,439,other
2441,Univ.of Southern Mississippi,MS,562,438,352,438,183,162,160,58,563,other
2526,Carroll College,MT,394,343,285,326,12,23,29,0,64,other
2527,College of Great Falls,MT,361,305,258,299,10,19,7,7,43,other
2530,Eastern Montana College,MT,409,358,292,348,47,41,48,5,141,other
2531,Montana Coll.Min.Sci.& Tech.,MT,481,395,336,420,45,17,18,6,86,other
2532,Montana State University,MT,497,397,346,407,154,146,144,24,468,other
2533,Northern Montana College,MT,403,342,309,332,15,19,41,3,79,other
2536,University of Montana,MT,446,365,323,392,200,79,95,16,390,other
2537,Western Montana Coll.of UM,MT,388,330,289,313,8,12,22,4,46,other
2905,North Carolina A&T St. Univ.,NC,524,448,409,432,68,106,116,15,361,other
2906,Appalachian State University,NC,491,413,366,424,249,117,113,19,545,other
2907,Univ. of N.C. at Asheville,NC,533,436,350,417,40,41,37,4,147,other
2908,Barton College,NC,348,312,299,311,18,25,37,3,84,other
2909,Barber-Scotia College,NC,352,312,287,297,13,12,14,13,52,other
2910,Belmont Abbey College,NC,348,316,281,309,8,21,17,0,46,other
2911,Bennett College,NC,351,377,300,323,9,16,16,11,52,other
2914,Catawba College,NC,395,326,288,342,30,12,23,1,66,other
2918,Davidson College,NC,626,460,356,506,60,34,32,4,130,other
2920,Duke University,NC,854,584,459,699,330,149,141,0,620,other
2923,East Carolina University,NC,554,430,377,415,189,187,261,11,792,other
2926,Elizabeth City State Univ.,NC,472,415,338,398,32,32,16,3,105,other
2927,Elon College,NC,459,388,331,372,30,38,64,6,138,other
2928,Fayetteville State Univ.,NC,525,437,375,407,27,72,50,4,193,other
2929,Gardner-Webb University,NC,348,305,294,312,39,7,26,15,87,other
2930,Greensboro College,NC,377,331,309,333,11,21,10,2,44,other
2931,Guilford College,NC,492,414,338,410,32,22,29,5,90,other
2933,High Point University,NC,475,397,330,349,14,25,35,9,94,other
2936,Johnson C. Smith University,NC,408,357,303,327,11,27,34,12,84,other
2941,Lenoir-Rhyne College,NC,377,323,295,345,47,26,17,1,91,other
2942,Livingstone College,NC,NA,257,263,259,5,12,22,14,53,other
2944,Mars Hill College,NC,356,308,259,309,35,16,18,11,80,other
2945,Meredith College,NC,440,373,328,366,26,30,31,16,103,other
2946,Methodist College,NC,348,309,295,316,21,21,19,1,62,other
2948,Montreat-Anderson College,NC,NA,304,274,299,4,12,8,0,24,other
2950,North Carolina Central Univ.,NC,551,447,373,423,56,84,70,9,263,other
2951,North Carolina Wesleyan Coll,NC,384,317,299,320,10,13,20,2,45,other
2954,Pembroke State University,NC,538,403,341,413,49,32,31,2,143,other
2955,Pfeiffer College,NC,395,322,269,337,23,9,15,2,49,other
2957,Queens College,NC,427,360,319,350,14,21,20,8,63,other
2960,Salem College,NC,378,349,283,324,9,15,17,3,44,other
2962,Shaw University,NC,NA,321,293,292,5,19,43,25,92,other
2972,North Carolina State Univ.,NC,665,475,417,505,463,345,200,12,1235,other
2974,Univ. of N.C. at Chapel Hill,NC,701,512,410,565,572,329,212,18,1268,other
2975,Univ. of N.C. at Charlotte,NC,568,448,385,441,173,189,197,0,643,other
2976,Univ. of N.C. at Greensboro,NC,610,443,377,435,140,178,135,8,572,other
2978,Wake Forest University,NC,685,526,433,557,135,86,74,18,323,other
2979,Warren Wilson College,NC,NA,NA,NA,283,0,0,0,0,42,other
2981,Western Carolina University,NC,515,439,364,414,71,106,93,1,319,other
2984,Univ. of N.C. at Wilmington,NC,533,419,366,421,94,105,108,1,346,other
2985,Wingate College,NC,380,308,301,320,23,25,24,7,79,other
2986,Winston-Salem State Univ.,NC,480,421,365,407,39,48,30,6,149,other
2989,Dickinson State University,ND,402,342,302,316,9,14,33,13,71,other
2993,Mayville State University,ND,415,NA,313,340,9,4,21,3,37,other
2994,Minot State University,ND,457,383,331,347,34,41,68,16,188,other
3005,Univ. of North Dakota-Main,ND,460,391,345,379,130,124,163,27,472,other
3008,Valley City State University,ND,403,368,313,340,12,14,16,6,54,other
9265,North Dakota State Univ.,ND,473,391,353,398,130,125,149,6,423,other
2539,Chadron State College,NE,491,404,329,390,33,20,19,19,91,other
2540,College of Saint Mary,NE,NA,321,293,300,5,13,19,6,43,other
2541,Concordia Teachers College,NE,352,316,282,320,22,16,15,1,54,other
2542,Creighton University,NE,649,462,351,437,66,119,127,22,342,other
2543,Dana College,NE,338,300,276,300,11,11,11,3,36,other
2544,Doane College,NE,436,392,326,360,17,7,28,5,57,other
2548,Hastings College,NE,426,359,305,353,19,19,24,4,66,other
2551,Univ. of Nebraska at Kearney,NE,509,433,365,409,81,89,92,9,309,other
2553,Midland Lutheran College,NE,372,NA,278,301,14,4,25,9,52,other
2554,Univ.of Nebraska at Omaha,NE,528,446,417,452,149,115,97,36,403,other
2555,Nebraska Wesleyan University,NE,454,381,327,396,37,23,25,2,87,other
2559,Peru State College,NE,483,402,308,367,14,8,19,9,50,other
2563,Union College,NE,290,293,272,288,18,14,7,1,40,other
2565,Univ.of Nebraska-Lincoln,NE,661,477,410,523,436,344,316,31,1127,other
2566,Wayne State College,NE,481,411,324,394,46,25,41,13,125,other
9743,Bellevue College,NE,379,340,289,317,6,12,23,0,41,other
9862,Clarkson College,NE,NA,407,377,368,1,6,8,11,26,other
2572,Colby-Sawyer College,NH,397,380,277,329,9,9,19,1,38,east
2573,Dartmouth College,NH,785,536,429,610,163,89,114,5,371,east
2575,Franklin Pierce College,NH,470,382,323,399,28,29,17,2,76,east
2579,New England College,NH,423,329,251,327,20,20,23,2,65,east
2580,New Hampshire College,NH,567,425,356,459,31,32,15,5,83,east
2584,Notre Dame College,NH,335,299,261,286,6,11,13,4,34,east
2586,Rivier College,NH,449,363,331,365,12,29,18,7,66,east
2587,Saint Anselm College,NH,512,403,338,381,16,35,51,7,109,east
2589,University of New Hampshire,NH,587,454,375,482,196,253,127,0,576,east
2590,Keene State College,NH,494,417,337,426,61,46,40,2,149,east
2591,Plymouth State College,NH,518,405,354,431,59,55,38,6,158,east
2597,Bloomfield College,NJ,476,434,354,406,12,13,17,4,46,east
2599,Centenary College,NJ,NA,305,252,266,1,10,16,9,36,east
2600,College of Saint Elizabeth,NJ,426,388,322,365,9,19,16,3,47,east
2603,Drew University,NJ,603,463,386,529,61,28,15,4,108,east
2608,Georgian Court College,NJ,490,425,373,403,19,13,30,8,71,east
2610,Felician College,NJ,NA,351,311,320,1,14,24,5,44,east
2613,Jersey City State College,NJ,649,525,405,520,80,66,90,1,237,east
2616,Monmouth College,NJ,616,509,408,519,41,55,29,1,126,east
2617,Montclair State College,NJ,647,521,417,532,155,130,125,9,419,east
2621,New Jersey Inst. of Tech.,NJ,771,606,501,615,104,98,71,0,303,east
2622,Kean College of New Jersey,NJ,640,516,423,525,115,107,115,3,340,east
2625,William Paterson College,NJ,653,519,409,535,120,97,88,7,312,east
2627,Princeton University,NJ,963,564,437,749,402,66,179,16,702,east
2628,Rider College,NJ,636,552,511,564,59,103,41,1,208,east
2631,Rutgers State Univ.-Newark,NJ,893,640,526,693,141,125,73,16,374,east
2632,Seton Hall University,NJ,736,557,414,553,98,110,101,13,332,east
2638,Saint Peter's College,NJ,477,391,317,404,46,42,21,5,117,east
2639,Stevens Institute of Tech.,NJ,647,494,415,544,66,37,30,4,137,east
2642,Trenton State College,NJ,644,524,422,525,108,81,123,1,313,east
4741,Rutgers State Univ.-Camden,NJ,860,633,510,648,61,73,61,6,206,east
6964,Rutgers State Univ.-N.Brswck,NJ,846,611,478,665,601,393,258,90,1374,east
8770,Fairleigh Dickinson Univ.,NJ,530,440,404,459,147,63,54,8,303,east
9344,Ramapo College of New Jersey,NJ,645,527,407,532,49,40,41,1,131,east
9345,Stockton State College,NJ,656,496,393,492,47,58,65,8,178,east
2093,Saint John's College,NM,NA,NA,NA,442,0,0,0,0,53,other
2651,Eastern New Mexico Univ.,NM,497,377,321,360,21,42,63,11,144,other
2653,New Mexico Highlands Univ.,NM,435,362,305,349,26,32,59,0,117,other
2654,New Mexico Inst. Min.&Tech.,NM,538,421,405,448,39,32,29,5,108,other
2657,New Mexico St. Univ- Main,NM,524,433,360,434,202,167,196,17,582,other
10313,Univ. New Mexico-Albuquerque,NM,579,431,379,466,314,268,195,0,837,other
2568,University of Nevada - Reno,NV,647,480,390,508,145,133,95,5,403,other
2569,Univ. of Nevada-Las Vegas,NV,596,476,392,452,152,192,214,0,642,other
2667,Dowling College,NY,661,596,484,563,25,29,36,3,93,east
2668,Alfred University,NY,520,427,367,439,46,25,36,6,113,east
2671,Bard College,NY,657,460,365,521,40,15,29,0,84,east
2681,Canisius College,NY,542,480,370,468,57,73,51,0,181,east
2685,Cazenovia College,NY,443,354,295,337,8,13,21,3,45,east
2699,Clarkson University,NY,703,515,475,563,55,58,43,5,161,east
2701,Colgate University,NY,669,505,406,539,78,61,56,3,198,east
2703,College of Mount St. Vincent,NY,NA,388,336,366,5,24,20,7,56,east
2704,College of New Rochelle,NY,539,449,391,447,11,38,17,1,67,east
2705,College of Saint Rose,NY,456,408,329,374,19,50,46,14,129,east
2707,Columbia University,NY,882,554,452,687,477,185,199,11,923,east
2708,Barnard College,NY,733,516,395,508,49,19,56,6,154,east
2709,Concordia College,NY,352,289,275,303,11,6,14,1,32,east
2710,Cooper Union for Adv.Sci&Art,NY,684,514,433,607,35,18,6,0,59,east
2711,Cornell Univ.-Endowed Colls.,NY,787,562,482,627,447,189,148,3,914,east
2711,Cornell Univ.-Statutory Clls,NY,651,511,431,549,318,231,105,41,707,east
2712,D'Youville College,NY,404,385,327,359,15,22,32,7,76,east
2713,Dominican College,NY,NA,400,354,365,4,10,19,9,42,east
2718,Elmira College,NY,497,342,306,359,13,24,26,0,63,east
2722,Fordham University,NY,744,573,444,590,166,183,140,9,498,east
2728,Hamilton College,NY,631,478,377,478,46,37,54,12,149,east
2729,Hartwick College,NY,505,423,340,419,50,23,36,0,123,east
2731,Hobart-William Smith Colls.,NY,605,462,352,495,61,39,34,3,137,east
2732,Hofstra University,NY,757,550,470,584,127,131,141,7,406,east
2734,Houghton College,NY,370,323,265,327,30,29,17,1,77,east
2735,Hilbert College,NY,318,NA,261,278,6,3,12,7,28,east
2737,Iona College,NY,594,462,393,461,42,81,59,10,192,east
2739,Ithaca College,NY,606,484,366,443,70,153,184,21,428,east
2744,Keuka College,NY,403,346,283,338,15,8,19,0,42,east
2748,Le Moyne College,NY,542,455,365,445,30,50,36,3,119,east
2758,Manhattan College,NY,595,500,388,488,45,74,50,3,172,east
2765,Marist College,NY,580,485,373,417,16,34,91,0,151,east
2768,Marymount Coll. Tarrytown,NY,426,349,297,357,17,24,13,2,56,east
2769,Marymount Manhattan College,NY,NA,407,332,382,4,26,19,0,49,east
2772,Mercy College,NY,524,399,341,416,53,38,48,6,149,east
2775,Molloy College,NY,541,435,353,381,16,20,58,22,116,east
2777,Medaille College,NY,435,371,276,349,11,16,13,2,43,east
2778,Mount Saint Mary College,NY,514,407,349,395,14,8,23,6,51,east
2779,Nazareth Coll. of Rochester,NY,513,428,343,430,37,33,35,0,105,east
2785,New York University,NY,887,591,507,683,532,337,252,42,1231,east
2788,Niagara University,NY,503,430,376,443,39,43,24,2,108,east
2791,Pace University,NY,685,513,436,576,187,124,77,3,397,east
2803,Rensselaer Polytechnic Inst.,NY,750,548,475,640,190,118,61,0,369,east
2806,Rochester Institute of Tech.,NY,568,476,417,466,182,215,179,13,665,east
2810,Russell Sage College,NY,487,409,351,397,19,56,37,6,118,east
2813,Sarah Lawrence College,NY,623,478,398,541,39,14,13,0,69,east
2814,Skidmore College,NY,642,492,397,498,42,69,48,5,164,east
2816,Siena College,NY,515,429,357,434,52,53,49,1,155,east
2817,St.Bonaventure University,NY,492,398,377,425,56,51,43,4,154,east
2820,St. Francis College,NY,543,466,350,446,22,14,14,7,57,east
2821,St. John Fisher College,NY,513,427,376,432,29,40,36,1,106,east
2825,Saint Joseph's College,NY,495,398,349,372,12,15,46,8,81,east
2829,St. Lawrence University,NY,627,473,366,488,50,56,40,7,153,east
2832,St. Thomas Aquinas College,NY,510,408,374,419,18,16,26,3,63,east
2835,SUNY at Albany,NY,732,526,407,576,260,217,125,0,638,east
2836,SUNY at Binghamton,NY,705,511,407,555,172,175,82,0,460,east
2838,SUNY at Stony Brook,NY,755,534,414,589,346,216,183,24,801,east
2841,SUNY College at Brockport,NY,603,501,397,492,87,107,88,0,296,east
2842,SUNY College at Buffalo,NY,536,433,359,444,144,157,88,3,424,east
2843,SUNY College at Cortland,NY,530,411,341,432,85,76,66,0,234,east
2844,SUNY College at Fredonia,NY,562,438,350,450,93,65,54,15,235,east
2845,SUNY College at Geneseo,NY,541,411,348,405,48,78,79,23,243,east
2846,SUNY College at New Paltz,NY,584,458,373,462,90,96,73,0,283,east
2847,SUNY College at Oneonta,NY,539,428,362,440,93,78,81,1,267,east
2848,SUNY College at Oswego,NY,537,427,339,441,111,105,78,4,302,east
2849,SUNY College at Plattsburgh,NY,538,435,343,445,107,76,71,1,266,east
2850,SUNY College at Potsdam,NY,531,413,337,424,78,63,52,9,219,east
2882,Syracuse University,NY,648,475,394,526,371,301,205,10,891,east
2883,Syracuse Univ.-Utica College,NY,487,394,339,401,27,46,32,0,105,east
2889,Union College,NY,638,508,399,512,60,50,54,9,173,east
2894,University of Rochester,NY,747,520,434,611,252,130,110,7,508,east
2895,Vassar College,NY,674,517,408,523,70,60,66,9,212,east
2899,Wagner College,NY,457,366,326,368,20,17,31,4,72,east
2901,Wells College,NY,464,373,318,396,21,10,14,0,46,east
4779,Long Island University,NY,631,513,408,531,233,175,124,22,561,east
4804,New York Inst. of Technology,NY,569,492,410,491,68,106,43,11,228,east
6791,SUNY College at Purchase,NY,534,432,362,437,29,52,28,0,114,east
6792,SUNY Coll.Tech. Utica-Rome,NY,536,457,414,444,8,48,19,8,85,east
7109,SUNY College at Old Westbury,NY,592,480,374,466,36,42,40,8,127,east
9554,SUNY at Buffalo,NY,762,548,423,601,400,338,218,9,982,east
10286,SUNY Empire State College,NY,543,437,361,430,33,47,35,3,132,east
3011,Art Academy of Cincinnati,OH,NA,286,NA,304,5,6,5,1,17,other
3012,Ashland University,OH,484,418,329,398,52,58,58,4,179,other
3014,Baldwin-Wallace College,OH,530,431,360,464,74,39,35,0,148,other
3016,Bluffton College,OH,368,309,272,312,16,13,19,1,49,other
3018,Bowling Green State Univ.,OH,620,481,394,483,226,212,180,65,690,other
3023,Capital University,OH,563,405,334,424,54,36,57,11,158,other
3024,Case Western Reserve Univ.,OH,754,518,470,585,213,133,126,58,530,other
3025,Cedarville College,OH,419,364,300,346,32,37,60,3,132,other
3032,Cleveland State University,OH,611,459,390,486,166,223,128,14,531,other
3033,College of Mount St. Joseph,OH,477,412,339,360,10,21,52,17,100,other
3036,Franciscan Univ.Steubenville,OH,445,362,300,349,15,32,34,2,83,other
3037,College of Wooster,OH,561,411,346,449,52,24,44,2,122,other
3038,Mount Union College,OH,476,394,325,399,25,21,17,7,70,other
3042,Denison University,OH,558,414,346,445,58,32,55,0,146,other
3045,University of Findlay,OH,417,370,301,330,18,29,51,7,115,other
3046,Franklin University,OH,NA,NA,NA,345,0,0,0,0,39,other
3048,Heidelberg College,OH,399,334,298,331,17,18,24,8,67,other
3049,Hiram College,OH,468,367,302,373,28,22,20,11,81,other
3050,John Carroll University,OH,587,473,389,465,59,56,74,14,203,other
3051,Kent State Univ.-Kent Campus,OH,654,473,389,502,221,244,203,14,682,other
3065,Kenyon College,OH,608,439,381,480,49,36,38,8,131,other
3069,Lourdes College,OH,NA,330,283,280,2,8,15,22,47,other
3072,Malone College,OH,410,352,306,343,20,18,26,4,70,other
3073,Marietta College,OH,445,366,298,370,27,18,19,5,69,other
3084,Muskingum College,OH,446,365,290,353,19,19,28,3,69,other
3085,Notre Dame College of Ohio,OH,NA,294,269,290,5,9,15,0,29,other
3086,Oberlin College,OH,588,454,385,507,121,69,43,6,239,other
3089,Ohio Northern University,OH,511,431,371,437,55,53,39,8,155,other
3092,Ohio State Univ.-Lima,OH,NA,460,335,384,3,14,19,3,39,other
3093,Ohio State Univ.-Mansfield,OH,NA,396,350,375,2,19,18,2,41,other
3094,Ohio State Univ.-Marion,OH,508,424,337,410,6,10,9,1,26,other
3095,Ohio State Univ.-Newark,OH,NA,417,353,392,4,13,17,2,36,other
3100,Ohio University-Athens,OH,632,486,393,512,248,241,192,4,687,other
